Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Study_Efficiency,Wellness,Study_Intensity,Attendance_Study_Balance,Score_Consistency,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male,Risk_Factor,Motivation_Adjusted_Study,Exam_Score
30,73,9,70,0,4,2100,36,3.0,2190,40,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,0,69
17,62,6,99,2,3,1683,18,2.4285714285714284,1054,82,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,17,62
16,84,8,51,0,3,816,24,1.7777777777777777,1344,35,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,0,66
23,94,9,75,3,2,1725,18,2.3,2162,52,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,23,69
18,75,9,83,2,4,1494,36,1.8,1350,65,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,18,67
19,90,5,90,0,2,1710,10,3.1666666666666665,1710,71,False,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,0,94
24,85,7,87,2,2,2088,14,3.0,2040,63,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,48,71
9,75,7,54,2,4,486,28,1.125,675,45,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,0,61
28,66,9,73,2,2,2044,18,2.8,1848,45,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,28,68
20,88,4,54,0,4,1080,16,4.0,1760,34,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,0,66
18,94,5,81,0,5,1458,25,3.0,1692,63,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,18,71
19,87,9,54,3,4,1026,36,1.9,1653,35,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0,66
20,61,6,52,2,2,1040,12,2.857142857142857,1220,32,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,20,60
10,69,5,65,0,3,650,15,1.6666666666666667,690,55,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,0,60
29,63,9,97,3,3,2813,27,2.9,1827,68,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,58,66
20,83,5,85,1,2,1700,10,3.3333333333333335,1660,65,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,20,67
23,90,9,50,4,3,1150,27,2.3,2070,27,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,0,67
26,64,5,64,2,1,1664,5,4.333333333333333,1664,38,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,26,64
14,94,5,51,0,3,714,15,2.3333333333333335,1316,37,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,14,66
23,82,7,65,1,3,1495,21,2.875,1886,42,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,46,68
18,88,6,84,1,3,1512,18,2.5714285714285716,1584,66,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,18,70
25,99,7,88,3,4,2200,28,3.125,2475,63,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,25,75
7,63,10,90,0,2,630,20,0.6363636363636364,441,83,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,True,7,86
19,96,7,95,3,3,1805,21,2.375,1824,76,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,38,73
16,65,9,68,1,3,1088,27,1.6,1040,52,False,True,True,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,True,16,61
23,76,7,93,0,6,2139,42,2.875,1748,70,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,23,68
23,94,8,86,1,0,1978,0,2.5555555555555554,2162,63,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,23,70
16,96,4,77,1,2,1232,8,3.2,1536,61,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,32,71
16,80,8,98,2,4,1568,32,1.7777777777777777,1280,82,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,32,71
19,84,8,97,2,1,1843,8,2.111111111111111,1596,78,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,True,38,68
15,88,6,95,2,4,1425,24,2.142857142857143,1320,80,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,15,70
25,93,10,60,1,3,1500,30,2.272727272727273,2325,35,False,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,0,70
18,65,6,60,0,3,1080,18,2.5714285714285716,1170,42,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,0,62
3,92,5,95,3,1,285,5,0.5,276,92,False,False,True,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,6,67
18,79,8,70,3,3,1260,24,2.0,1422,52,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,36,68
14,78,5,90,1,3,1260,15,2.3333333333333335,1092,76,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,14,68
10,77,7,84,2,1,840,7,1.25,770,74,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0,64
13,80,9,88,1,3,1144,27,1.3,1040,75,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,13,68
21,98,8,51,0,3,1071,24,2.3333333333333335,2058,30,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,21,69
28,82,7,71,1,3,1988,21,3.5,2296,43,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,0,70
22,98,6,93,4,4,2046,24,3.142857142857143,2156,71,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,22,73
16,67,9,74,1,3,1184,27,1.6,1072,58,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,16,66
23,89,5,85,0,3,1955,15,3.8333333333333335,2047,62,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,0,68
17,92,8,88,1,3,1496,24,1.8888888888888888,1564,71,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,34,68
16,87,10,56,2,0,896,0,1.4545454545454546,1392,40,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,0,65
13,84,8,58,2,3,754,24,1.4444444444444444,1092,45,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,False,26,66
9,83,7,86,0,1,774,7,1.125,747,77,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,9,62
18,94,7,53,3,2,954,14,2.25,1692,35,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,0,67
21,93,6,67,1,3,1407,18,3.0,1953,46,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,42,73
19,65,6,96,2,2,1824,12,2.7142857142857144,1235,77,False,True,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,19,65
18,94,7,79,2,4,1422,28,2.25,1692,61,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,36,70
14,77,8,96,3,2,1344,16,1.5555555555555556,1078,82,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,False,14,68
24,70,9,65,3,3,1560,27,2.4,1680,41,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,24,67
12,95,4,82,2,3,984,12,2.4,1140,70,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,True,24,66
25,77,4,64,3,4,1600,16,5.0,1925,39,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,True,False,True,0,65
14,92,9,56,1,4,784,36,1.4,1288,42,False,False,True,False,True,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,0,66
15,71,7,100,2,4,1500,28,1.875,1065,85,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,0,66
11,60,7,59,2,1,649,7,1.375,660,48,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,22,60
17,80,8,59,0,4,1003,32,1.8888888888888888,1360,42,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,17,66
26,64,7,92,2,4,2392,28,3.25,1664,66,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0,68
23,90,10,90,3,5,2070,50,2.090909090909091,2070,67,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,0,72
26,71,8,99,1,3,2574,24,2.888888888888889,1846,73,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,26,68
23,78,6,54,0,3,1242,18,3.2857142857142856,1794,31,False,True,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False,False,46,67
13,63,6,55,0,4,715,24,1.8571428571428572,819,42,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,26,62
18,71,7,72,0,5,1296,35,2.25,1278,54,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,36,66
15,91,6,80,0,3,1200,18,2.142857142857143,1365,65,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,15,69
28,66,10,52,0,3,1456,30,2.5454545454545454,1848,24,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,0,64
13,86,7,58,0,3,754,21,1.625,1118,45,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,13,63
25,97,5,85,2,2,2125,10,4.166666666666667,2425,60,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,True,25,74
25,87,8,83,0,4,2075,32,2.7777777777777777,2175,58,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,25,72
31,92,9,54,1,3,1674,27,3.1,2852,23,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,31,71
18,64,9,97,2,3,1746,27,1.8,1152,79,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,18,64
24,70,6,63,0,3,1512,18,3.4285714285714284,1680,39,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,0,65
34,96,5,94,1,5,3196,25,5.666666666666667,3264,60,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,68,75
16,89,9,96,2,3,1536,27,1.6,1424,80,False,False,False,True,False,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,16,69
11,86,5,75,1,4,825,20,1.8333333333333333,946,64,False,True,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False,False,11,65
9,87,8,71,0,1,639,8,1.0,783,62,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,0,60
24,77,6,64,2,4,1536,24,3.4285714285714284,1848,40,False,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,24,69
9,62,9,90,4,4,810,36,0.9,558,81,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,18,65
18,91,5,60,0,4,1080,20,3.0,1638,42,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,0,67
23,87,6,81,5,2,1863,12,3.2857142857142856,2001,58,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0,70
21,79,8,78,1,4,1638,32,2.3333333333333335,1659,57,False,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0,66
23,96,8,62,0,4,1426,32,2.5555555555555554,2208,39,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,23,69
21,73,9,99,2,3,2079,27,2.1,1533,78,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,21,69
28,72,8,92,1,2,2576,16,3.111111111111111,2016,64,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,0,68
14,95,8,51,5,4,714,32,1.5555555555555556,1330,37,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,14,70
